,dataset,metric,mean,std,cv
134,HemoPI3_subsampled,clsCoef,0.27642000000000005,0.012377544182914473,0.044778034089119706
135,Hemo_HAPPENN_subsampled,t1,0.6874199999999999,0.010423224069355856,0.015162817592382907
136,Hemo_HAPPENN_subsampled,density,0.9980000000000001,1.1102230246251565e-16,1.1124479204660886e-16
137,Hemo_HAPPENN_subsampled,clsCoef,0.50569,0.005518505232397633,0.010912822544241795
138,hem_hemopi_subsampled,t1,0.7949300000000002,0.010650122065028175,0.01339755961534748
139,hem_hemopi_subsampled,density,0.9207499999999998,0.017859101321175123,0.019396254489465248
140,hem_hemopi_subsampled,clsCoef,0.3457700000000001,0.03858311936585739,0.11158608140051879
141,hiv_apv_subsampled,t1,0.8314199999999999,0.01538257455694591,0.01850156907092193
142,hiv_apv_subsampled,density,0.7727299999999999,0.010433460595602986,0.013502077822270375
143,hiv_apv_subsampled,clsCoef,0.19628999999999996,0.018366978521248398,0.0935706277510235
144,hiv_bevirimat_subsampled,t1,0.6194799999999998,0.044918254641069945,0.07250961232173753
145,hiv_bevirimat_subsampled,density,0.9031600000000002,0.007063596817486123,0.007820980576515923
146,hiv_bevirimat_subsampled,clsCoef,0.52838,0.02191245308038331,0.04147101154544705
147,hiv_idv_subsampled,t1,0.81494,0.03749315137461773,0.04600725375440858
148,hiv_idv_subsampled,density,0.7819000000000002,0.008204267182387476,0.010492732040398356
149,hiv_idv_subsampled,clsCoef,0.18658999999999998,0.014322775569001984,0.07676068154242985
150,hiv_lpv_subsampled,t1,0.8823999999999999,0.019506921848410647,0.022106665739359304
151,hiv_lpv_subsampled,density,0.81058,0.006092913917002237,0.0075167335944659845
152,hiv_lpv_subsampled,clsCoef,0.21337000000000003,0.008956176639615811,0.04197486356852327
153,hiv_nfv_subsampled,t1,0.80836,0.03549549830612325,0.0439105080732882
154,hiv_nfv_subsampled,density,0.7958700000000001,0.006290715380622467,0.007904199656504789
155,hiv_nfv_subsampled,clsCoef,0.20462,0.00962162148496811,0.047021901500186244
156,hiv_protease_subsampled,t1,0.9884100000000001,0.0028604020696398635,0.0028939428674738853
157,hiv_protease_subsampled,density,1.0,0.0,0.0
158,hiv_protease_subsampled,clsCoef,0.99525,0.0019358460682605955,0.001945085223070179
159,hiv_rtv_subsampled,t1,0.8223399999999998,0.03073246491903959,0.037371968916797914
160,hiv_rtv_subsampled,density,0.7912800000000001,0.009420276004449136,0.01190511071232577
161,hiv_rtv_subsampled,clsCoef,0.18644000000000002,0.017886486519157415,0.09593695837351111
162,hiv_sqv_subsampled,t1,0.8198799999999998,0.04685280781340644,0.057145933323664994
163,hiv_sqv_subsampled,density,0.76756,0.010637029660577252,0.013858238653104971
164,hiv_sqv_subsampled,clsCoef,0.18670000000000006,0.016072647572817615,0.08608809626576117
165,hiv_v3_subsampled,t1,0.44053,0.01928442635911165,0.043775512131095845
166,hiv_v3_subsampled,density,0.8980899999999999,0.0026724333480930844,0.0029756854525638684
167,hiv_v3_subsampled,clsCoef,0.36963,0.005311600512086734,0.014370047106800675
168,isp_il10pred_subsampled,t1,0.94084,0.004601564951187772,0.004890911261412962
169,isp_il10pred_subsampled,density,1.0,0.0,0.0
170,isp_il10pred_subsampled,clsCoef,0.9743900000000001,0.005690158170033594,0.005839713225744921
171,nep_neuropipred_subsampled,t1,0.8443999999999999,0.007826876771739804,0.009269157711676699
172,nep_neuropipred_subsampled,density,0.88803,0.004416910685082961,0.004973830484423906
173,nep_neuropipred_subsampled,clsCoef,0.36041999999999985,0.008396642186016986,0.02329682644142109
174,pip_pipel_subsampled,t1,0.9971099999999998,0.0007860661549767941,0.0007883444704965292
175,pip_pipel_subsampled,density,1.0,0.0,0.0
176,pip_pipel_subsampled,clsCoef,0.9994699999999999,0.0004990991885387117,0.0004993638513799432
177,quorum_sensing_subsampled,t1,0.7632100000000002,0.03211737691655408,0.042081965535768755
178,quorum_sensing_subsampled,density,0.8729300000000001,0.008777533822207702,0.010055255085983643
179,quorum_sensing_subsampled,clsCoef,0.47287000000000007,0.014469730474338482,0.030599806446461986
180,tce_zhao_subsampled,t1,0.9044800000000001,0.027033120426617423,0.02988802452969377
181,tce_zhao_subsampled,density,0.9986799999999997,0.0004664761515876244,0.00046709271397006504
