name,Logistic_Regression_MCC_mean,Logistic_Regression_AUC-ROC_mean,Logistic_Regression_F1_mean,SVM_MCC_mean,SVM_AUC-ROC_mean,SVM_F1_mean,KNN_MCC_mean,KNN_AUC-ROC_mean,KNN_F1_mean,Random_Forest_MCC_mean,Random_Forest_AUC-ROC_mean,Random_Forest_F1_mean,XGBoost_MCC_mean,XGBoost_AUC-ROC_mean,XGBoost_F1_mean
cpp_sanders,-0.0515247076038355,0.4828627893845285,0.8380980392156863,0.0,0.5,0.8671191553544496,-0.0807135084255454,0.4774703557312253,0.8441776710684273,-0.1096505907312456,0.4683794466403162,0.8346966786714687,0.1616969543464184,0.5756446452098626,0.8311929119473878
hem_hemopi,0.7954528834505269,0.8979838743631847,0.8931329867136839,0.8477697052635687,0.9227683044924422,0.9181694280309218,0.7184654724030549,0.857936613195234,0.8549357246231214,0.8492944200520448,0.924324870531767,0.9202290549332308,0.7912307209314676,0.8954047198012715,0.8895431195139588
hiv_apv,0.7193856273020799,0.8566618582912835,0.8888024076380241,0.726131275047224,0.8637756418250483,0.8879002280721189,0.5752536076380637,0.7713546031042873,0.843676252512646,0.7052829165792343,0.8510400795150179,0.8825983819528496,0.7134778949422569,0.855255157215262,0.8847493225003523
hiv_bevirimat,0.6637931003716114,0.8144104084321475,0.7402374715068214,0.593318869704842,0.7486824769433464,0.6305576776165012,0.6656371459187668,0.8472880983750549,0.7567082590612002,0.7130279925007132,0.8411780851998245,0.7768387786963639,0.5828443129071907,0.7791447079490558,0.6880392156862746
hiv_idv,0.840115211924451,0.9193657932569224,0.9224559389538872,0.8315477611139291,0.9144286403560598,0.9190723925052282,0.7038946676331248,0.8418326095947064,0.8618760026390742,0.855998962140314,0.9276249064555516,0.9287149369431912,0.8216544086562607,0.9103311842727166,0.9118504652516016
hiv_lpv,0.8020613465463466,0.899797142680438,0.8902638320076302,0.8278296308486851,0.9112693013379513,0.9031895501758516,0.6887947459939501,0.839944337930608,0.8355569834225346,0.8333196778790308,0.9124339442417246,0.9041783046857674,0.7942159231986967,0.8953070690828128,0.8848822295797945
hiv_nfv,0.8228876966531615,0.9144770093222474,0.8903355733446287,0.812894524446271,0.9109979213907784,0.8847712751884181,0.6559376268170333,0.8355997732426304,0.7914105569774914,0.8448403249441897,0.9211803350970016,0.9027400128709232,0.839701788642208,0.9203127362055932,0.9003775740502726
hiv_protease,0.6135046252609421,0.7687445781826068,0.6543157894736842,0.4607899690839517,0.6378369659509867,0.4187401646377823,0.3573746028566826,0.6067874376491,0.3429763598184651,0.3690781739903891,0.5919102418130557,0.3063094863094863,0.6685046619231121,0.8130222565603991,0.7112071382277085
hiv_rtv,0.878879545956986,0.939383355134378,0.9377602108036892,0.8701128670186616,0.9351395730706076,0.933710035627532,0.6987907512203606,0.8400675368530424,0.8494354993905959,0.898017315472204,0.9490440010019204,0.94757511074971,0.8776012026014779,0.9386991734157132,0.9360674284706386
hiv_sqv,0.7939227648405014,0.8952004074357015,0.9186213233492972,0.7533897128817566,0.8768362617774381,0.9007883583061936,0.6662153445689227,0.813232492997199,0.8766997256438239,0.7706182280718482,0.8844716068245481,0.9094020424436312,0.7899359591771891,0.8958349885408708,0.9145979722760668
hiv_v3,0.8426514689920674,0.90304724261246,0.8630960964053971,0.8541110910720022,0.904788255223038,0.8717735954578061,0.7601002000047667,0.8265255034820254,0.7749111038091983,0.8472926932463162,0.8956559382646339,0.8638487341096038,0.8536242495355149,0.9167485413137588,0.8738428204250989
isp_il10pred,0.3441026861478592,0.659809575841422,0.5222292412460392,0.3656937987449666,0.6259103012038462,0.4191773441630949,0.1653256978746244,0.5883678978294935,0.4780653850521611,0.3796759860562593,0.6436609139948393,0.4668063857048962,0.3204930637492432,0.6374422713434111,0.4713772526999271
nep_neuropipred,0.6732429555407757,0.8365714285714286,0.8367564838343959,0.7143292840419136,0.8480000000000001,0.828795384515457,0.5598349415942232,0.7714285714285715,0.7436746371875607,0.7547238684219109,0.8742857142857142,0.8659988697180893,0.7141597224334572,0.8554285714285713,0.8482746740207245
neuropeptide,0.6239142913870326,0.8115463917525773,0.8159279278620648,0.6703021177216486,0.8350515463917525,0.8341559099577133,0.4491300114522231,0.7041237113402061,0.754930905318672,0.7016567370453698,0.8501030927835052,0.8454528074014794,0.6898954801655515,0.8445360824742268,0.8477457196178506
pip_pipel,0.3448169414209329,0.6404265493712629,0.4518643721674374,0.2965340377214387,0.5946645180850915,0.3388685652428796,0.0561380774383488,0.5228134118361862,0.2293018596419752,0.3437202099469399,0.6275161727253545,0.4210024274941573,0.3154342067460441,0.6206543223134433,0.4097028760767379
