id,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
SEN-1,0.1735813349319565,0.2024376633526632,0.1174999879357453,0.1685220582950191,0.4223187982515182,hard
SEN-2,0.3666408955435045,0.3202574054120368,0.33529451427396,0.3783112111980492,0.4223187982515182,hard
SEN-3,0.8399688875836396,0.8621190267715091,0.8050398548279114,0.8359203822538518,0.1553624034969636,medium
