id,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
AO-1,0.8439832248745412,0.8806651866348071,0.6288517457870103,0.8658469021269661,0.5,hard
AO-2,0.4955832626819882,0.5445723366431986,0.4461497595966305,0.5111673781876332,0.5,hard
