name,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
antimalarial_alternative,0.9057901145691848,0.911391372032646,0.8688787230536125,0.8977274988123621,0.3333333333333333,medium
antimalarial_main,0.7241380182092467,0.7587628124588814,0.6868648254162941,0.7351053086978468,0.3333333333333333,medium
antiparasitic,0.5701826474841336,0.5847629995576433,0.5310351463915373,0.5885137419248536,0.3333333333333333,medium
