id,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
TASTE-1,0.673726317041331,0.6887503228350733,0.5635708195393587,0.6754373607855142,0.5,hard
TASTE-2,0.6426654500952665,0.689328809876264,0.5522268919423168,0.6414163464782209,0.5,hard
