id,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
ANT-1,0.8208358075989863,0.8589467715493244,0.8110443128671285,0.8445790601425858,0.08964714045666504,medium
ANT-2,0.629852322133506,0.6560911377599541,0.6465252684930778,0.6805832046844754,0.2436861928766683,hard
ANT-3,0.8822288712849311,0.888654769211341,0.8591241777426571,0.8745948821871684,0.08964714045666504,medium
ANT-4,0.8653442485109721,0.8707983950106707,0.8212118534801242,0.8729981491774138,0.08964714045666504,medium
ANT-5,0.4862874159028515,0.5036648040056491,0.4986258956446027,0.5052904732405282,0.2436861928766683,hard
ANT-6,0.3759899341838913,0.459356435768539,0.3033060259779335,0.4163830775740932,0.2436861928766683,hard
