id,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
AB-1,0.8913602536469452,0.8768411097588069,0.8428179887886303,0.8892897580579007,0.13447071068499752,medium
AB-2,0.8966625741487382,0.9018009519576332,0.8734137848624306,0.9035247011008056,0.13447071068499752,medium
AB-3,0.7028470246608035,0.6979478367836554,0.6908152556561579,0.6887718597386036,0.3655292893150024,hard
AB-4,0.548016047618401,0.5651083254529314,0.5102887534645264,0.5493963664896453,0.3655292893150024,hard
