id,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
AF-1,0.8633512997610673,0.8713720485792951,0.8142563157252868,0.8585133653653569,0.3333333333333333,medium
AF-2,0.8352257120467905,0.8337568091565684,0.7948931080106469,0.847200890640204,0.3333333333333333,medium
AF-3,0.8966277037259571,0.924273679678304,0.8794549606699832,0.9244504945728768,0.3333333333333333,medium
