name,esm_c_max,prott5_max,protbert_max,ankh_em_max,weights,rank
antidiabetic,0.4808365544127346,0.4755975384662759,0.4338747688799607,0.4887796819066242,0.5,hard
hiv_bevirimat,0.6375217957797482,0.5186019585521333,0.5906024407141572,0.5423306498500062,0.5,hard
