metric,mean,std,cv
C1,0.06760846153846155,0.005096080973494168,1.6640966227726681
C2,0.1263291666666667,0.00901951175883579,0.952713776703566
LSC,0.9848099999999999,0.0017062915268544392,0.0018519598745586007
T1,0.8573393846153846,0.012310620927657397,0.015469637686953306
clsCoef,0.5982009230769231,0.019648888221613047,0.050598140708441264
density,0.933568,0.006721820746900079,0.00837587109615438
