name,esm_c_mean,esm_c_max,prott5_mean,prott5_max,protbert_mean,protbert_max,ankh_em_mean,ankh_em_max
avp_avppred,0.6297785047313551,0.6506132832276366,0.6277619718040135,0.655694576950609,0.5641927340780674,0.604264775644936,0.6104487650844338,0.6708070574635749
bce_ibce,0.1442235489142315,0.1735813349319565,0.1421713668428301,0.2024376633526632,0.0951659831370751,0.1174999879357453,0.1245866718795489,0.1685220582950191
bitter,0.6143755104931623,0.673726317041331,0.6622734272004255,0.6887503228350733,0.532279507225242,0.5635708195393587,0.6263217853774428,0.6754373607855142
blood_brain_barrier,0.5096289204721238,0.5507026277956355,0.3900664163154146,0.4802171573195689,0.3573683802368851,0.4400943504796341,0.4427417438840332,0.4787917010718944
cpp_cellppd,0.7735162208518561,0.8083547737430872,0.816186837638698,0.8344960040692262,0.762369793496428,0.7915068057887431,0.7749640117961325,0.811210658285302
cpp_cellppdmod,0.8147591491047997,0.831087402410741,0.8103023347822932,0.8238406032050015,0.7777597509517014,0.8023102519180751,0.8112294473534313,0.8238060687524147
cpp_cppredfl,0.7840076499071815,0.8101442528376868,0.8142232630846824,0.8353297437294456,0.789970845745254,0.809083084773729,0.8055448923657478,0.8220445025702157
cpp_kelmcpp,0.6945722872012858,0.7139086861409704,0.6934804385904918,0.7172627455806162,0.6283201922729932,0.6500277891039337,0.6975353507092137,0.7152570577500625
cpp_mlcpp,0.7029054663581823,0.7380995009674569,0.7316954799638631,0.7657083638368434,0.6860163219287125,0.7214189192351439,0.7161964930215223,0.7458401217804006
cpp_mlcppue,0.3336340166056252,0.3836359609689049,0.3651516346719016,0.4282033905812393,0.2838762117366692,0.2950646632479944,0.3281096432130472,0.3986533666823845
cpp_sanders,0.2355190684802003,0.3428393086036744,0.1308269393350936,0.278192944453477,0.1021414997571436,0.234534345514744,0.1578698008988246,0.2850646065032159
hem_hemopi,0.8713747493022229,0.8911439792091194,0.8775204755452972,0.8935721673282414,0.8323569638597265,0.8575955215993136,0.8865042696785892,0.9028284727059952
hiv_apv,0.6881312508630423,0.7132587460917047,0.676090634390716,0.6962584385588643,0.7102162682647606,0.7322179515960625,0.6938189769789618,0.7219567331071901
hiv_bevirimat,0.5991973545141815,0.6375217957797482,0.4872047728032218,0.5186019585521333,0.5305423341927266,0.5906024407141572,0.4924500964308543,0.5423306498500062
hiv_idv,0.7814149298525542,0.8277520055164482,0.80003674514872,0.8221489912650926,0.8196967909384986,0.8407458205326132,0.8308119080480931,0.8465785934903473
hiv_lpv,0.7629479319366218,0.8314653636636514,0.7972321414267894,0.8112755083770622,0.822298763177751,0.8412144104037402,0.8370629410719369,0.8524303097750755
hiv_nfv,0.7818030643798644,0.822577583778005,0.8465239890230741,0.8800859615321815,0.8130444383648529,0.8442653343689042,0.8476913904948187,0.8730861710072766
hiv_protease,0.3535941632658192,0.5871366357754886,0.4478638353401896,0.5465835771171136,0.1791246090266127,0.309198622480872,0.4050292411376657,0.5503534702319005
hiv_rtv,0.8116993780911255,0.8783231797859041,0.9111668490623704,0.9241836095512198,0.8697596807542635,0.8877459925142495,0.8701602013707825,0.9081166696773082
hiv_sqv,0.771924454358372,0.8445495566436636,0.7937232741614484,0.8174608779202865,0.7530274795339638,0.7878240208916004,0.8019955360510063,0.8251272979296166
hiv_v3,0.8499543226891972,0.8657128729561341,0.8369050717556125,0.8717689503954352,0.8472518831357638,0.8598207382938907,0.8519926435351008,0.8679909486414672
isp_il10pred,0.3677217079619302,0.3933253427258157,0.3732581518587729,0.4143789263223037,0.3103258820181389,0.3648834599278728,0.3082292638257396,0.34176354134208
